tweet_id,customer_id,created_at,prior_customer_turn,customer_text,amazon_reply_text,heuristic_bucket,difficulty,human_intent,human_escalate,human_escalate_reason,human_notes
2316558,671668,Mon Nov 13 06:16:01 +0000 2017,,"@AmazonHelp I was not told this at the time of placing the order.
 no cost EMI offer is still being displayed on it website. Anyways I am returning the product. Totally dissatisfied.",@671668 We understand the experience you've had with the recent order as it did not get well at the time of checkout.. Let us help you out here. Kindly fill in your details here https://t.co/88YtY7J3E0 and we'll reach out to you for assistance. ^VM,return_cancel,clear,,,,
1236245,353765,Thu Nov 09 15:32:29 +0000 2017,@115850 @115821 @AmazonHelp @AmazonHelp @115850 @1840  hi Amazon till now no update..quick question-r u going to initiate the refund or going to harass us more?,@115850 @115821 @AmazonHelp @1840 Hi @AmazonHelp @115850 @1840  till now refund not done ..was promised refund by 6th November.but u crooked company,@353765 We apologize for the stretch. You can choose to write back to our correspondence. We will review it. ^CB,refund_billing,clear,,,,
1737103,524397,Tue Nov 07 09:33:23 +0000 2017,,"@AmazonHelp Hi, I need help with my order.Kindly provide a link where I can contact customer care.",@524397 Hi Ranga- Which site did you place your order? https://t.co/nUUp5MLhYl https://t.co/ykTUEmdsQA or? ^NV,other,ambiguous,,,,
2498237,712857,Mon Oct 30 12:11:58 +0000 2017,,@AmazonHelp It's being returned to an Amazon facility.,@712857 A refund will be issued once the item arrives back at the Amazon facility! Learn more here: https://t.co/R6RDGVvVYN ^ZW,return_cancel,clear,,,,
248713,175084,Thu Oct 05 16:25:49 +0000 2017,,@AmazonHelp I paid for delivery of packages for today. The delivery is marked as delivered but only half is there.,@175084 Hmm..that's odd. We'd like to take a closer look at this w/ you. Please reach us via phone/chat: https://t.co/JzP7hlA23B ^KP,delivery,clear,,,,
2764454,773249,Tue Nov 21 08:37:55 +0000 2017,,@AmazonHelp I was able to get in using the one time use code. I didn't really want to reset my password. I'm looking for evidence that my password was compromised. Is it a server issue?,"@773249 If you have concerns over the security of your account, we recommend both changing the passwords linked to your email and then to your account. ^BD",account_access,clear,,,,
839023,319627,Sat Oct 14 06:53:25 +0000 2017,,@115850 Do u take ur customer seriously.. Or its just way for promotion.. No action no update till date.. #shameAmazon @115850 #ucandobetter,@319627 Hi! I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^BV,service_complaint,clear,,,,
2241981,653648,Fri Nov 10 20:24:46 +0000 2017,,@AmazonHelp you always ask us to fill some forms and you do away with the matter... Your esteemed investigation team came up with a wrong report and you proudly declared that you won't refund or replace my missing product.,"@653648 We'd really like to help you out, Shyam, kindly share your details in the link provided earlier so that we can look into it and assist you accordingly. ^SM",ambiguous,ambiguous,,,,
2830691,788221,Mon Nov 27 13:06:18 +0000 2017,,@AmazonHelp Thanks for the quick response.  I can see your local distribution centre from my house... are there any plans to offer a pickup option to take the workload off the drivers?,"@788221 When you place an order from Amazon, depending on availability it can be shipped from any of our UK or European Fulfillment Centres. There are no announcements made about picking up from a local Fulfillment Centre.^BZ",other,ambiguous,,,,
210359,165789,Wed Oct 04 18:22:16 +0000 2017,,@115850 purchased #10.orG from Amazon site by Amazon pay balance please confirm if it eligible for cashback or I have to book from app,@165789 Please connect with our support team here: https://t.co/vlvfJr4nN9 for more info on cashback on your order. ^HA,app_technical,clear,,,,
1259285,307868,Thu Oct 26 09:22:27 +0000 2017,,@AmazonHelp Unable to find your mail. Last mail i received from Amazon was regarding the delivery of the product. No emails from Amazon after that.,@307868 Could you confirm if you've received any mail from our Social Media Escalations Team ? ^AU,delivery,clear,,,,
2638480,744642,Fri Nov 17 20:41:12 +0000 2017,,does this look new @115821? 🙄 #amazon #gross https://t.co/65jGl9Ga1y,@744642 Oh no! We're here to help! Have you had a chance to checkout available return/replacement options here: https://t.co/VHu7PpTiEB ^ML,other,ambiguous,,,,
897619,333169,Sun Oct 22 07:49:22 +0000 2017,,@AmazonHelp It a @42845 headphone so he can take it to his outstation trip.,"@333169 Sure, please report this to our support team here: https://t.co/vlvfJr4nN9 for more assistance with it. ^RS",other,ambiguous,,,,
2952173,226944,Thu Nov 30 04:59:24 +0000 2017,,"@AmazonHelp What the Fuck, just called your Customer Care number 180030009009, the call not getting transferred to Customer Care mine, recorded blah blah and the call get disconnected, and you guys saying it's 24/7 service, what bullshit, it's exasperating
https://t.co/oRlpoqoRAp","@226944 Sorry for the trouble in reaching out to our support team. Please fill this form: https://t.co/beaaDm0muc and we'll have a closer look at your concern. Once you do the needful, our team will get back to you with an update soon.^AR",other,ambiguous,,,,
1254148,383795,Thu Oct 26 06:17:31 +0000 2017,"@AmazonHelp same thing I'm telling u. Whenevr I bought, u sent me defective products.  #NoToAmazon #consumerprotection plz help @131027  @118341 https://t.co/4w0lTk4RlM","@AmazonHelp @131027 @118341 1st Redmi 4 un June, Now @8850 M #AmazonCheats #NoToAmazon https://t.co/JKAKcXCFfR",@383795 your details from the link here: https://t.co/beaaDm0muc to assist you accordingly. (2/2)^HR,other,ambiguous,,,,
528254,242299,Sat Dec 02 08:53:02 +0000 2017,,"@AmazonHelp Not arriving, being marked as delivered when not, short items, delivering to a commercial property after being told it’s hours. Getting generic robot email returns to my complaints.... should I go on?",@242299 Sorry to hear that. Can I ask if you've reported these issues to us so that we could look in to it?^TI,ambiguous,ambiguous,,,,
1248257,290660,Thu Oct 26 03:50:32 +0000 2017,"@115821  Your service is an epic fail, allowing vendors to harass  customers, delayed returns, and now the wrong amt refunded. Horrible!!!!","@115821 I filed a claim, the seller threatened me and your service was pointless a month after I filed the complaint nothing was done",@290660 Our team would like to take a closer look into this for you. Please provide more details here: https://t.co/DKGRTYmBrr ^KZ,service_complaint,clear,,,,
524871,241385,Sat Dec 02 05:58:02 +0000 2017,,@AmazonHelp Thank for information I also know that from order section I can access invoice but IMEI NO is not mention In invoice. Please arrange invoice with IMEI NO.,@241385 The IMEI number for mobile/tablet devices will be available on the P-slip/Warranty 1 document. Please refer here for more information: https://t.co/iydGn2XZRX. ^AP,other,ambiguous,,,,
2389665,242011,Tue Nov 14 09:04:40 +0000 2017,,@115830 Prime next day delivery ordered in time for delivery today. Now scheduled for delivery tomorrow (a day late) and you still class it as “arriving sooner than expected”?!?,@242011 Hi- what was the date given to you in the confirmation email? ^MA,delivery,clear,,,,
1534361,475843,Fri Nov 03 23:53:18 +0000 2017,,@AmazonHelp @126705 what the hell is this? https://t.co/aGzzvoi9f1,@475843 I'm sorry about the delivery delay. We'd like to look into the order and avail options here: https://t.co/JzP7hlA23B ^LI,other,ambiguous,,,,
74317,132637,Wed Nov 29 18:30:36 +0000 2017,,"How does this work then @115821 ? Prime 1 day delivery, ordered Wednesday, delivery Saturday??? https://t.co/ZDqYdgPqRA","@132637 I'm sorry for the wait! During the Black Friday / Cyber Monday shopping period, orders may require additional processing time. Some deliveries may take slightly longer as a result. You can find more info here: https://t.co/HDpBxZ2Q9X ^JS",delivery,clear,,,,
321691,192633,Sat Oct 07 14:52:45 +0000 2017,,@AmazonHelp And can u still use hue app on phone through alexa hub,@192633 Have you taken a look here: https://t.co/uVwvyNhJUm Scroll down to the Product description for more information! ^FR,app_technical,clear,,,,
1066739,197580,Tue Oct 24 19:24:23 +0000 2017,,"@AmazonHelp Plz use simple language instead pf sign language, i had already responded to them..!
EARTH MOST CUSTOMERS CENTRIC COMPANY =be on ur words..?",@197580 Thank you for confirming that you have responded to our email. Our team shall reach out to you soon. ^MP,other,ambiguous,,,,
418803,214888,Tue Oct 10 04:07:38 +0000 2017,,why i can't login to Amazon?? hhhmm cc: @AmazonHelp https://t.co/GsmMUoh5ut,@214888 I'm sorry for the trouble! Have you reached us by phone to discuss this: https://t.co/jzvkhdlrK5? ^ST,account_access,clear,,,,
1362507,437245,Sat Oct 28 05:22:08 +0000 2017,,@AmazonHelp Sure give me a call today or tomorrow will tell. You can also check my orders you will understand what I am saying is true.,@437245 Twitter is a social media platform we'll not be able to access any of your account/order details. Please let us 1/2 ^SH,other,ambiguous,,,,
1558047,481569,Sat Nov 04 12:46:15 +0000 2017,,"@AmazonHelp hi I am trying to set up multi-room music across my echo and dot but when I select one, the other becomes unavailable. Help?",@481569 Play the same song from multiple Echo devices by synchronizing them in the Alexa app! Learn how here:https://t.co/qe7RMjAO9N ^ZW,app_technical,clear,,,,
2353844,486604,Mon Nov 20 19:35:32 +0000 2017,,@AmazonHelp Please see my tweet above... why should I need to do this for what will be the 5th time!!! You should be phoning me to resolve this not the the other way around... £90 down and no idea how many hours of holding the phone!,"@486604 I certainly understand. My team and I are here to help any way we can. The link provided by ^AR allows our team to reach out to you, as we have no account access via Twitter. Or, if you prefer, you can begin the A-to-z claim here:  https://t.co/aaDyEz1VgE. ^AZ",other,ambiguous,,,,
327027,193934,Sat Oct 07 17:06:15 +0000 2017,,"@AmazonHelp That was not feedback .
It was complaint.",@193934 Apologies for the confusion. Please write to us here: https://t.co/GIJyeYqKE0. We'll get this checked. ^VN,service_complaint,clear,,,,
786796,307638,Thu Oct 12 09:32:48 +0000 2017,,@115830 desperately need to speak to customer services but cant find a number,"@307638 Sorry to hear that, can you tell us a bit about the issue without sharing any personal or account info? ^JJ",other,ambiguous,,,,
2187344,640545,Thu Oct 19 13:39:57 +0000 2017,,@AmazonHelp Thanks Amazon! You guys are great.,"@640545 Thank you! That means a lot, we strive to constantly improve and provide excellent service. ^JE",other,ambiguous,,,,
2673182,752590,Tue Oct 31 11:52:48 +0000 2017,,@AmazonHelp It has some of my favorite books this time ... and it gets delivered early EVERY SINGLE TIME. Thank you :),@752590 We are what we repeatedly do! Thank you for stopping by and letting us know  😃 ^BS,delivery,clear,,,,
994377,355540,Sun Oct 22 16:53:20 +0000 2017,,@AmazonHelp No I don't. It's just telling me the email address/password is wrong. I have changed the password on my account just to be 100% and no help!,@355540 That's odd! Please give us a call here: https://t.co/hApLpMlfHN so we can take a look at this with you! ^TR,account_access,clear,,,,
2449341,702019,Fri Nov 17 15:30:50 +0000 2017,,@AmazonHelp The issue has been resolved. Thanks for the support.!!,@702019 Glad to know that. Do keep us posted for any further concerns. ^SG,other,ambiguous,,,,
1772702,532788,Wed Nov 08 01:57:43 +0000 2017,,I have had nothing but trouble with @115821 shipping lately. They're just as bad as everyone else now. Nothing comes when it's promised.,"@532788 Has your order missed the estimated delivery date: https://t.co/q4LAMZ3tbE? If so, reach us here: https://t.co/EKXRLsnxJu. ^AF",other,ambiguous,,,,
1500732,366914,Fri Nov 03 14:57:34 +0000 2017,,@AmazonHelp Hi. No. I am not filing out a form one more time for the same complaint. That’s not how it works this time. You get in touch with me,@366914 the link provided for further assistance. Appreciate your understanding. 3/3 ^NK,service_complaint,clear,,,,
835477,217610,Fri Oct 13 08:46:29 +0000 2017,,@AmazonHelp I had opted for a no cost emi to buy a phone recently. And then I’m told there was a glitch and interest amt wld be refunded as amazon pay,@217610 Sorry for the situation. Please share your details here: https://t.co/GIJyeYqKE0 and we'll have the issue checked for you. ^KA,refund_billing,clear,,,,
2766887,246918,Tue Nov 21 10:40:38 +0000 2017,,@115850 @120169 is the worst shipping service you could have partnered with for your Global store. Their service is just pathetic. They just don't respond to customer queries and keep them in the dark about their order status. Please change to a better shipping service provider,@246918 Thanks for bringing this to our notice. I'll be sure to pass on your feedback to our concerned department for a review internally. ^JS,service_complaint,clear,,,,
2979554,137089,Thu Nov 30 04:46:14 +0000 2017,,@AmazonHelp Your agent is totally unhelpful @AmazonHelp. Tells me it will be delivered sometime in the next few days. No kidding!?!? I don't understand the point of guaranteed delivery unless you back the guarantee with something.,"@137089 For details on our Guaranteed Shipping promise, please click here: https://t.co/pLWwPjfcxb ^JR",delivery,clear,,,,
2406888,692193,Tue Nov 14 15:36:09 +0000 2017,,@AmazonHelp only - shocking,"@692193 Hi! I know this is frustrating, let us look into what happened. To best help you, please contact us by phone here: https://t.co/JzP7hlA23B Let us know when it is resolved! ^DA",other,ambiguous,,,,
763615,302487,Wed Oct 11 21:13:02 +0000 2017,,@115821 I have been ordering from you for years. Now I order something that was supposed to be delivered TODAY!,@302487 Thanks for reaching out to us! We strive to deliver packages by the date given in the confirmation e-mail. Have we missed that? ^TK,delivery,clear,,,,
2702081,758989,Sun Nov 19 20:27:16 +0000 2017,,"@AmazonHelp I've been locked out of my account and it says to check my email for instructions, but I haven't received an email telling me how to get back into my account","@758989 Oh no! I'm sorry to hear you are unable to access your account. We'd like to take a look into this with you. When you get a moment, please contact us via phone or e-mail:  https://t.co/jzvkhdlrK5 Thanks! ^SW",account_access,clear,,,,
124804,143957,Fri Nov 24 15:00:39 +0000 2017,,"@AmazonHelp Yes, after phoning and fishing out that shipment went lost I was suggested to reorder and that they make a refund. Just don't understand why I have to do that and how it can happen that your currier is claiming a delivered status falsely.","@143957 Hi, this is something we will need to take up with the carrier but the important thing for us is that the problem is sorted for you. We don't have access to your account over social media to check this but please let us know if we can help further. ^KK",ambiguous,ambiguous,,,,
1932394,370614,Wed Oct 18 16:37:39 +0000 2017,,@AmazonHelp Which email id have you sent it?,@370614 You can be able to check your correspondence here: https://t.co/fYrzNInVt2. Please reply to the email correspondence. ^JS,other,ambiguous,,,,
1311219,426407,Sun Nov 05 12:58:21 +0000 2017,,@AmazonHelp The same update as Friday carrier unable to locate my address but I live on a normal road and I’ve never had issues with other companies?,@426407 What exactly was advised when you contacted? Did they email you afterwards? ^PK,other,ambiguous,,,,
2295127,666437,Sun Nov 12 00:36:35 +0000 2017,,"@115821 don't know if this is a one off but....
Order split into two and I am being charged £2.53 p&amp;p on an order placed to receive free p&amp;p",@666437 I'm sorry for the unexpected charge! We're unable to view your Amazon account and order details through social media. We'd still love to help! Please contact us by phone or chat: https://t.co/JzP7hlA23B ^LR,refund_billing,clear,,,,
877614,192844,Sat Oct 21 04:00:30 +0000 2017,,"@AmazonHelp I am sure you are working on it, you better work harder. Just a simple question:When can I expect my order to be delivered ?","@192844 We've escalated the issue to our concerned team, we'll get back to you as soon as we receive an update from them. ^SH",delivery,clear,,,,
2678801,753786,Tue Oct 31 14:33:05 +0000 2017,,@AmazonHelp I still haven't received it and have been getting emails everyday stating its 'out for delivery'.,"@753786 Sorry for the trouble with your order. We'd like to look into this further, please reach out to us here: https://t.co/JzP7hlA23B ^CO",delivery,clear,,,,
182612,158941,Wed Oct 04 16:04:51 +0000 2017,,Hey @115821 - Your US reseller setup process is broken and support is unsupportive. Spent a week just trying setup an account. Total fail.,"@158941 Sorry about the set-up troubles, Tex! Not the experience we want you to have. Were you able to get your account set-up? ^JD",item_issue,clear,,,,
1577225,485834,Sat Nov 04 19:41:42 +0000 2017,,@AmazonHelp Its showing return window closed,@485834 Apologies for the trouble. Kindly reach out to our support team here: https://t.co/rS49hgaADF so that we can help you. ^SS,return_cancel,clear,,,,
102988,138649,Thu Nov 30 17:05:15 +0000 2017,,@AmazonHelp 2 failed delivery attempts before the office closes. I suspect the driver wanted an early night twice! Please could you help resolve this?,"@138649 Hi, Jamie! I'm sorry about the failed delivery attempts with your orders. Please contact us so we can discuss this issue in real time. https://t.co/JzP7hlA23B We look forward to hearing from you! ^VR",delivery,clear,,,,
2252826,656295,Fri Nov 10 21:16:23 +0000 2017,,@AmazonHelp Yes it has it dispatched yesterday afternoon and said guaranteed today! Has been in the couriers van since 11am so explain thst one? 🤔,"@656295 As we cannot access account information on Twitter, please reach out here:  https://t.co/JzP7hlA23B for more detailed information regarding your order. ^TL",delivery,clear,,,,
2713187,761687,Mon Nov 20 03:36:04 +0000 2017,,Tried to order @697 with @117795 tonight for the first time with a horrible outcome. RR completely forgot an item and the Amazon delivery guy didn’t catch it. Not sure I will ever try that again! https://t.co/7KHEL1hj4o,@761687 I'm sorry to hear that some items were missing from your order. Have you had a chance to reach out to us or Red Robin to get credit for the missing items? ^SY,ambiguous,ambiguous,,,,
74314,132637,Thu Nov 30 20:28:54 +0000 2017,@AmazonHelp What a load of rubbish Prime is. Second day of crap service. Ordered Tuesday with ‘Free Next Day Delivery’ . Scheduled for today and surprise surprise it hasn’t arrived!! Bloody useless. Going to cancel “Prime”. https://t.co/YVAeoljwVj,@AmazonHelp And then it turns up at 20:30. FFS!,"@132637 Oh my! Thank you for keeping us in the loop, Mark! Please let us know if you have further questions or concerns. We're here to help! ^TG",other,ambiguous,,,,
418805,214888,Tue Oct 10 05:17:05 +0000 2017,,"@AmazonHelp sorry, i can't contact you because i'm from Indonesia XD",@214888 Have you been in touch with us via chat or email here: https://t.co/hApLpMlfHN ?^CD,other,ambiguous,,,,
2976573,820906,Thu Nov 30 03:00:25 +0000 2017,,"Hey @115821, any idea why your #iOS, Amazon shopping app throws this error? Any known issues on #iOS11.1.x? https://t.co/J8D0lxvGSu",@820906 Oh no! Are you experiencing the issue both on and off of wi-fi? Have you tried uninstalling and reinstalling the app? ^EA,app_technical,clear,,,,
2891931,583402,Tue Nov 28 14:35:47 +0000 2017,,"Got some coconut oil from @115830, should I be worried that the seal is broken and it looks like a dog sampled it? 🐶🥥 😆 https://t.co/SfCZXEE8yt","@583402 Oh no! I'm so sorry this happened, Tom! You can use the return support centre for more details about what your options are here: https://t.co/8vb7matUOQ

Please contact us again if you need any further assistance! ^SA",item_issue,clear,,,,
2764456,773249,Tue Nov 21 08:19:44 +0000 2017,,@AmazonHelp I'm having a problem with my password not being accepted. I've checked and double checked and it's correct. I checked my emails and the password doesn't seem to have been changed recently. Are you all having web issues?,"@773249 Hello Brian, have you attempted to reset your password yet? ^BD",account_access,clear,,,,
1713127,518874,Tue Nov 07 03:02:15 +0000 2017,,@AmazonHelp Just your hold music. Totally unprofessional and rude!!!,@518874 I'm sorry about the extended hold! Let us know the outcome of your call. We want to ensure we've addressed your issues. ^SH,service_complaint,clear,,,,
2731150,316898,Mon Nov 20 17:28:04 +0000 2017,,"@AmazonHelp Of course, how will bad products get sold then?","@316898 I get you being upset. As said earlier, if the review doesn't adhere to the review guidelines, it will not get posted. Kindly check for the mentioned guidelines again. Appreciate your understanding in this regard. ^HS",other,ambiguous,,,,
787863,307922,Thu Oct 12 10:25:31 +0000 2017,,@AmazonHelp I would like to know why didn't you ship my order yet?? (Signed John Green book),"@307922 Hi, what's the estimated delivery date of your order? ^JJ",other,ambiguous,,,,
2808979,783402,Wed Nov 22 07:17:01 +0000 2017,,"@AmazonHelp Definitely not helpful when this is how i chose the wrong product in the first place. Thank you for taking the time, though. I'm gonna try and google it.","@783402 No problem, if you need any further help, please let us know ^BZ",item_issue,clear,,,,
304576,188727,Sat Nov 04 04:53:47 +0000 2017,,@AmazonHelp I've emailed twice since 10pm so hopefully I can figure out why I've been charged since March and hopefully be reimbursed,"@188727 For the quickest assistance, we recommend contacting us via phone.  Please keep us posted! ^KL",refund_billing,clear,,,,
2236219,652169,Fri Nov 10 18:33:17 +0000 2017,,@AmazonHelp And no one can tell me when i can espected to be delivered? Really? With your kind of technology?,"@652169 Sorry about that, who is the carrier in charge of this delivery please ? ^ASZ",delivery,clear,,,,
382214,206627,Fri Oct 27 12:07:01 +0000 2017,,@AmazonHelp You must.... So much frastruation😒😒,"@206627 I understand, Akshay. We have reported this internally and will certainly work on it. ^PB",other,ambiguous,,,,
2929504,810412,Wed Nov 29 06:39:40 +0000 2017,,@AmazonHelp My number is blocked on the app i m unable to receive calls from your side i want to purchase tv and i m unable to contact customer service.. #Frustrated,@810412 I'm sorry you are having trouble contacting us. Please drop in our details here:  https://t.co/GIJyeYqKE0 and we will help you. ^AH,app_technical,clear,,,,
686681,283959,Thu Nov 23 13:38:23 +0000 2017,,"@AmazonHelp Returns were always free and now it's just cost £8 to return two small items, seems a bit sudden increase in price with no warning:/","@283959 Hi! Great question, we have not changed our refund policies. We issue refunds fully or partially based on different reasons. You can check them out here: https://t.co/ZTy64I8hZW Let us know if you need anything else! ^DA",return_cancel,clear,,,,
133806,146154,Thu Nov 23 07:16:29 +0000 2017,,@AmazonHelp The card was not declined.. you have charged my card but stating payment failure,"@146154 This might be the case where payment was approved after the payment gateway was closed. In this case, the bank shall automatically reverse the charge. Kindly connect with them. ^SH",refund_billing,clear,,,,
929200,340464,Sat Oct 21 15:13:35 +0000 2017,,"@AmazonHelp my account email got changed and your customer service cant understand my accent so it was a 10 min covo of her saying ""what""",@340464 I'm sorry to hear this! Please use the link to contact in so we can look into this with you: https://t.co/U6GqMB4j9d ^GL,other,ambiguous,,,,
2555157,725584,Fri Nov 17 04:33:10 +0000 2017,,@AmazonHelp @283696 I have replied for the previous tweet..please follow the that..and provide the resolution.@13150 @119356 @AmazonHelp,"@725584 Unfortunately, we wouldn't be able to access your account/order info here. Kindly share your details through the link provided earlier and we'll reach out to you soon. ^VM",other,ambiguous,,,,
37590,124160,Wed Nov 01 14:38:36 +0000 2017,,@AmazonHelp Yes but there are 2 different charges one is acceptable,"@124160 We'd be more than happy to research this w/ you! When you have a free moment, reach us via phone: https://t.co/hApLpMlfHN ^KN",refund_billing,clear,,,,
2366304,683088,Mon Nov 13 22:55:53 +0000 2017,,"@AmazonHelp Yes, but you’re beautiful and I love you so I’ll wait a little longer. 🤷🏻‍♂️😂","@683088 You're so sweet! 😊 Keep us posted, OK? We want to make sure you receive your order in a timely manner. ^AM",other,ambiguous,,,,
324479,193292,Mon Oct 09 16:15:43 +0000 2017,,@AmazonHelp When will I receive these items?,"@193292 We do not have account access to say, so please contact live support here: https://t.co/J5cVftJLZO for best review. ^TM",other,ambiguous,,,,
1320438,428314,Fri Oct 27 08:53:11 +0000 2017,,"@115850 Got my order of Sony zx110a. The product has defective ear pads. Disappointed. When asked for a replacement,","@428314 I'm sorry, we never intended this. Did you report this to our customer service team here: https://t.co/vlvfJr4nN9? ^SI",item_issue,clear,,,,
2335829,675847,Fri Oct 20 02:58:07 +0000 2017,,@115821 Amazon is a joke!  Customer service in tank.  Six phone calls and at least an hour on phone no order yet!,"@675847 We don't want you to feel this way. We'd like to help. W/o posting any personal info, can you tell us what has happened? ^EP",other,ambiguous,,,,
1756485,528895,Tue Nov 07 19:26:53 +0000 2017,,@AmazonHelp is there an issue with Amazon video today as I can't access it thanks,"@528895 Hello, Ian! Could you let us know what platform you are attempting to watch Amazon Video on? ^MW",account_access,clear,,,,
1968342,631349,Thu Nov 09 00:05:56 +0000 2017,,@AmazonHelp I was recharged for an order that was refunded. They reverted my refund after I shipped the order back! I expect my refund immediately! I have been a loyal prime member for years where is your loyalty to me? 😡😡😡😡😡🔜🔜🔜🔜,@631349 I'm truly sorry! We appreciate your loyalty. Reach out to us here so we can investigate the charge: https://t.co/hApLpMlfHN ^SH,ambiguous,ambiguous,,,,
2089308,451160,Wed Nov 08 10:22:26 +0000 2017,,@AmazonHelp I will. But can you please look at how entire customers is unhappy with this seller.  I spent 16000Rs  and yet to get the filter working,"@451160 We will be reviewing the situation internally. However, please connect with our support team using the shared link, for help. ^CB",other,ambiguous,,,,
2299245,533026,Sun Nov 12 16:07:50 +0000 2017,,@AmazonHelp I have already complaint on it but not at all satisfy,@533026 Please fill in your details via the secured link provided earlier and we will get back to you at the earliest. ^KS,service_complaint,clear,,,,
2945448,813612,Wed Nov 29 23:52:02 +0000 2017,,@AmazonHelp I finally managed to get through and get a refund for my purchases. And they even gave me a code..but it doesnt work lol,"@813612 I'm glad we were able to help! Without giving account specific details, was it a promotional credit that was given to you? ^HS",ambiguous,ambiguous,,,,
277182,182224,Sat Oct 14 13:56:58 +0000 2017,,@AmazonHelp same when I log in there,"@182224 OK, contact us here: https://t.co/hApLpMlfHN we'll help you out ^AS",account_access,clear,,,,
2049826,606168,Wed Oct 18 23:15:17 +0000 2017,,My amazon packages been out for delivery since 8am ?¿,@606168 Deliveries may take until 8:00PM; have we missed the delivery date for this order: https://t.co/vazQdmZPNp? ^WM,delivery,clear,,,,
1615521,495478,Tue Nov 07 18:10:01 +0000 2017,,"@AmazonHelp Hey guys, the preorder bonus code you gave me for Sonic Forces doesnt seem to work...","@495478 Sorry for any inconvenience! Are you receiving an error message? Please, reach out again using the link ^TG provided. ^JE",other,ambiguous,,,,
225043,169762,Thu Oct 05 06:26:05 +0000 2017,,@AmazonHelp How many times do I have to do this?? U people are totally useless,@169762 the link shared here: https://t.co/NTkrxpsbHJ (2/2)^HR,service_complaint,clear,,,,
425171,216159,Mon Nov 20 18:10:44 +0000 2017,,"@AmazonHelp I have bought a gift for someone and within a week, it seems to be a defective piece. But being still in warranty, I have no direction to go","@216159 I'm sorry for the inconvenience caused, Himanshu. Has this been reported to our support team yet? ^MK",item_issue,clear,,,,
1302282,424341,Fri Oct 27 00:41:41 +0000 2017,,.@127972 @116618 I cant watch #MIAvsBAL on #TNF with the amazon vid app.  Infuriating and frustrating as hell. Y do I pay 4 prime,@424341 Oh no! Let's get you back to watching. Is there an error code? ^BA,app_technical,clear,,,,
930456,126724,Sat Oct 21 11:19:10 +0000 2017,,@115850 I received spurious/counterfeit ink from one of your sellers today. I'll give you proof. I want action taken to ban this seller from the marketplace.,"@126724 Also, please report this to our support team here: https://t.co/vlvfJr4nN9. 2/2 ^RS",item_issue,clear,,,,
111786,140831,Fri Nov 24 07:50:10 +0000 2017,,"@AmazonHelp Hello, I haven’t heard anything since, is there an update on this?",@140831 I'm sorry for the wait. We're still investigating the situation and will get back to you as soon as possible.^PJ,other,ambiguous,,,,
2295143,666442,Sun Nov 12 00:29:13 +0000 2017,,I still haven’t gotten @8965 4 from @115821! 🙁 What’s the point of being a prime member &amp; preordering if you don’t get it on time?,@666442 I'm sorry for the wait! Has the order missed the delivery date: https://t.co/Y5jpI9gRhE? ^EP,other,ambiguous,,,,
128786,144970,Thu Nov 23 10:40:00 +0000 2017,,"@115850 your image is being shattered by your delivery men twice in 7days, first with order number 402-7292376-4018711, a two-day delivery product which was delayed by the delivery guy by 2 days and now today 1/n","@144970 Sorry to know you're having trouble with the delivery of your order, we certainly did not expect this to happen. I'd like to take a closer look into this, please share your details on the link here: https://t.co/GIJyeYqKE0 and I'll get back to you soon. 1/2 ^PS",delivery,clear,,,,
1402162,289927,Sat Oct 28 17:33:40 +0000 2017,,Gift from @115821 in “frustration free” packaging and half the gift is missing! It was just tossed into a box! @AmazonHelp,"@289927 Oh my! Help us improve, please leave feedback here: https://t.co/2TqdcoSxXe. Also, was there any damage to the item(s)? ^AL",item_issue,clear,,,,
2936701,270757,Wed Nov 29 10:58:48 +0000 2017,,"@1404 @AmazonHelp @115850 @430349  AMAZON SELLS FAKE PRODUCTS ON ITS PLATFORM. AFTER U BUY PRODUCT EVN IF U GIVE LETTER/MAIL FROM MANUFACTURER  THAT THE  PRODUCT IS FAKE,   AMAZON WILL NOT ENTERTAIN AS, AMAZON AT ORGANISATIONL IS  INVOLVD IN SELLING FAKE PRODUCTS","@270757 That's a rather regretful remark, Shrikant! Could you please elaborate on what lead to it? ^SF",item_issue,clear,,,,
2154217,632924,Mon Nov 20 16:17:45 +0000 2017,,@AmazonHelp This does not solve my problem.MRP means max retail price you cannot charge more than it.Please refund excess charged.,"@632924 I understand that you are concerned about the MRP difference. I've checked the details and I see that the actual price was Rs.840/- but has been provided to you for Rs. 751, which the best price as the sellers determine the prices based on the market changes. ^PR",refund_billing,clear,,,,
1570755,429382,Wed Oct 18 07:46:07 +0000 2017,,"@AmazonHelp I have logged a complaint 5 days ago, yet you say, the product will not be delivered today. @119356 customer service has gone down😡",@429382 Apologies for the stretch. Our team is already looking into this for you. Kindly wait until we reach out. Thanks! ^AB,ambiguous,ambiguous,,,,
574507,255128,Sun Dec 03 06:47:26 +0000 2017,,"@AmazonHelp I'm 45 minutes into a chat session trying to resolve an order where to wrong item was sent.  Don't know if these chat reps are not empowered or if a language barrier exists, but can someone help resolve a routine issue?  So frustrating!","@255128 Hello, I am sorry to hear about the problems that have occurred with this order. I understand you our using our live chat. What have you been advised ?^CR",item_issue,clear,,,,
